Service ID Code,Team Name,Pathway,Division,Location
1763,Lambeth Team 5,Pathway 2,Division 2,Site 1
1926,Lambeth Team 14,Pathway 2,Division 1,Site 3
1832,Croydon Team 8,Pathway 1,Division 2,Site 9
1303,Southwark Team 11,Pathway 3,Division 2,Site 11
1924,Southwark Team 4,Pathway 1,Division 2,Site 2
1064,Croydon Team 1,Pathway 3,Division 2,Site 10
1356,Southwark Team 2,Pathway 2,Division 2,Site 5
1667,Lewisham Team 8,Pathway 3,Division 2,Site 9
1102,Croydon Team 2,Pathway 3,Division 1,Site 7
1262,Lambeth Team 4,Pathway 1,Division 2,Site 11
1093,Croydon Team 2,Pathway 2,Division 2,Site 8
1723,Lewisham Team 4,Pathway 2,Division 1,Site 2
1648,Southwark Team 9,Pathway 2,Division 1,Site 5
1052,Croydon Team 1,Pathway 1,Division 1,Site 9
1988,Lambeth Team 13,Pathway 1,Division 2,Site 1
1758,Lewisham Team 2,Pathway 1,Division 1,Site 1
1679,Lambeth Team 15,Pathway 3,Division 2,Site 10
1355,Lambeth Team 15,Pathway 3,Division 2,Site 8
1413,Southwark Team 16,Pathway 1,Division 2,Site 2
1370,Croydon Team 3,Pathway 1,Division 2,Site 9
1388,Southwark Team 13,Pathway 2,Division 1,Site 10
1396,Lambeth Team 10,Pathway 3,Division 2,Site 9
1832,Lambeth Team 7,Pathway 3,Division 2,Site 4
1552,Lewisham Team 2,Pathway 2,Division 2,Site 2
1090,Lambeth Team 7,Pathway 2,Division 2,Site 3
1888,Lambeth Team 5,Pathway 2,Division 2,Site 10
1690,Southwark Team 11,Pathway 1,Division 2,Site 1
1932,Southwark Team 1,Pathway 1,Division 1,Site 3
1677,Lambeth Team 8,Pathway 1,Division 1,Site 5
1697,Southwark Team 7,Pathway 1,Division 2,Site 3
1007,Lewisham Team 3,Pathway 1,Division 2,Site 3
1388,Lewisham Team 9,Pathway 3,Division 2,Site 10
1188,Southwark Team 13,Pathway 3,Division 2,Site 6
1538,Croydon Team 6,Pathway 3,Division 2,Site 3
1043,Lewisham Team 5,Pathway 2,Division 1,Site 3
1823,Croydon Team 7,Pathway 3,Division 2,Site 9
1739,Lambeth Team 7,Pathway 2,Division 1,Site 2
1679,Lewisham Team 9,Pathway 3,Division 1,Site 1
1408,Croydon Team 3,Pathway 1,Division 1,Site 10
1995,Southwark Team 13,Pathway 3,Division 1,Site 8
1304,Lambeth Team 2,Pathway 1,Division 1,Site 3
1978,Lambeth Team 9,Pathway 1,Division 2,Site 7
1442,Lambeth Team 6,Pathway 3,Division 2,Site 2
1077,Lambeth Team 1,Pathway 3,Division 2,Site 11
1673,Lambeth Team 3,Pathway 1,Division 2,Site 11
1711,Lambeth Team 10,Pathway 2,Division 1,Site 8
1644,Lewisham Team 6,Pathway 2,Division 1,Site 9
1212,Croydon Team 4,Pathway 3,Division 2,Site 8
1276,Southwark Team 8,Pathway 1,Division 1,Site 8
1810,Lewisham Team 2,Pathway 2,Division 2,Site 8
1463,Lambeth Team 9,Pathway 3,Division 1,Site 7
1981,Lambeth Team 13,Pathway 3,Division 1,Site 2
1590,Southwark Team 13,Pathway 1,Division 1,Site 8
1952,Lambeth Team 7,Pathway 2,Division 1,Site 5
1047,Southwark Team 11,Pathway 3,Division 2,Site 6
1326,Southwark Team 1,Pathway 2,Division 1,Site 4
1923,Lewisham Team 9,Pathway 3,Division 2,Site 1
1714,Southwark Team 11,Pathway 3,Division 2,Site 5
1258,Lewisham Team 8,Pathway 2,Division 1,Site 3
1219,Lewisham Team 1,Pathway 2,Division 2,Site 9
1812,Lewisham Team 5,Pathway 1,Division 2,Site 4
1324,Croydon Team 2,Pathway 1,Division 2,Site 10
1882,Lambeth Team 1,Pathway 1,Division 2,Site 2
1367,Southwark Team 6,Pathway 1,Division 1,Site 4
1274,Lambeth Team 13,Pathway 2,Division 1,Site 3
1965,Southwark Team 11,Pathway 1,Division 1,Site 3
1442,Croydon Team 5,Pathway 2,Division 1,Site 5
1232,Lambeth Team 9,Pathway 3,Division 2,Site 1
1048,Lewisham Team 6,Pathway 2,Division 2,Site 5
1283,Southwark Team 8,Pathway 1,Division 1,Site 8
1489,Lambeth Team 1,Pathway 2,Division 1,Site 10
1899,Lambeth Team 2,Pathway 2,Division 2,Site 9
1920,Croydon Team 3,Pathway 2,Division 1,Site 1
1492,Southwark Team 13,Pathway 2,Division 2,Site 2
1999,Lewisham Team 5,Pathway 2,Division 1,Site 2
1254,Southwark Team 16,Pathway 1,Division 2,Site 6
1888,Croydon Team 1,Pathway 2,Division 2,Site 1
1809,Lambeth Team 5,Pathway 1,Division 1,Site 11
1038,Lewisham Team 6,Pathway 3,Division 1,Site 1
1852,Southwark Team 10,Pathway 2,Division 1,Site 2
1433,Lambeth Team 8,Pathway 3,Division 2,Site 4
1928,Lewisham Team 3,Pathway 1,Division 1,Site 2
1961,Lewisham Team 8,Pathway 2,Division 1,Site 4
1675,Lewisham Team 1,Pathway 3,Division 1,Site 3
1304,Lambeth Team 11,Pathway 1,Division 1,Site 3
1792,Croydon Team 7,Pathway 3,Division 1,Site 9
1026,Southwark Team 10,Pathway 2,Division 2,Site 8
1959,Lambeth Team 3,Pathway 2,Division 1,Site 10
1534,Croydon Team 5,Pathway 2,Division 1,Site 9
1556,Lewisham Team 1,Pathway 1,Division 1,Site 1
1791,Lewisham Team 4,Pathway 3,Division 1,Site 5
1200,Lewisham Team 1,Pathway 1,Division 2,Site 4
1574,Lewisham Team 3,Pathway 3,Division 2,Site 11
1915,Lewisham Team 6,Pathway 1,Division 1,Site 9
1894,Lambeth Team 5,Pathway 2,Division 1,Site 3
1953,Croydon Team 5,Pathway 3,Division 1,Site 5
1016,Southwark Team 13,Pathway 3,Division 2,Site 8
1115,Southwark Team 13,Pathway 3,Division 2,Site 10
1618,Lambeth Team 8,Pathway 1,Division 1,Site 5
1918,Southwark Team 12,Pathway 2,Division 2,Site 9
1443,Southwark Team 1,Pathway 3,Division 2,Site 2
1305,Southwark Team 3,Pathway 1,Division 2,Site 6
1492,Southwark Team 10,Pathway 3,Division 2,Site 5
1791,Croydon Team 8,Pathway 2,Division 2,Site 9
1908,Lambeth Team 1,Pathway 3,Division 2,Site 7
1768,Lambeth Team 8,Pathway 2,Division 1,Site 8
1394,Southwark Team 6,Pathway 1,Division 2,Site 7
1214,Lewisham Team 3,Pathway 1,Division 1,Site 10
1375,Southwark Team 9,Pathway 2,Division 2,Site 10
1871,Lewisham Team 6,Pathway 2,Division 1,Site 5
1506,Southwark Team 11,Pathway 1,Division 2,Site 11
1219,Croydon Team 7,Pathway 2,Division 1,Site 5
1385,Lambeth Team 14,Pathway 2,Division 1,Site 11
1309,Southwark Team 14,Pathway 3,Division 2,Site 4
1077,Southwark Team 15,Pathway 1,Division 1,Site 2
1275,Lambeth Team 3,Pathway 1,Division 1,Site 9
1534,Lambeth Team 7,Pathway 2,Division 2,Site 10
1766,Lewisham Team 5,Pathway 2,Division 1,Site 10
1763,Lambeth Team 11,Pathway 2,Division 2,Site 10
1750,Lewisham Team 1,Pathway 1,Division 1,Site 10
1416,Lambeth Team 12,Pathway 3,Division 1,Site 3
1525,Lambeth Team 15,Pathway 1,Division 2,Site 11
1907,Lewisham Team 7,Pathway 3,Division 1,Site 11
1097,Southwark Team 9,Pathway 2,Division 1,Site 3
1915,Lambeth Team 1,Pathway 1,Division 2,Site 3
1934,Southwark Team 3,Pathway 3,Division 2,Site 8
1645,Croydon Team 6,Pathway 1,Division 2,Site 6
1624,Lambeth Team 7,Pathway 3,Division 1,Site 1
1160,Croydon Team 2,Pathway 3,Division 1,Site 3
1894,Croydon Team 1,Pathway 1,Division 2,Site 4
1590,Lambeth Team 2,Pathway 2,Division 1,Site 2
1253,Lewisham Team 9,Pathway 1,Division 1,Site 6
1644,Southwark Team 16,Pathway 2,Division 1,Site 10
1807,Lewisham Team 2,Pathway 3,Division 1,Site 1
1966,Southwark Team 15,Pathway 3,Division 1,Site 1
1530,Southwark Team 16,Pathway 1,Division 2,Site 8
1146,Lewisham Team 3,Pathway 1,Division 2,Site 4
1675,Lambeth Team 7,Pathway 2,Division 1,Site 1
1898,Southwark Team 10,Pathway 2,Division 1,Site 7
1951,Southwark Team 1,Pathway 1,Division 1,Site 9
1586,Southwark Team 7,Pathway 2,Division 2,Site 10
1323,Lewisham Team 5,Pathway 2,Division 2,Site 7
1791,Southwark Team 12,Pathway 1,Division 2,Site 1
1643,Southwark Team 2,Pathway 1,Division 2,Site 1
1065,Lambeth Team 4,Pathway 3,Division 2,Site 1
1080,Lewisham Team 4,Pathway 3,Division 1,Site 8
1898,Croydon Team 1,Pathway 1,Division 1,Site 7
1041,Southwark Team 7,Pathway 3,Division 1,Site 3
1562,Croydon Team 7,Pathway 2,Division 1,Site 3
1692,Lewisham Team 4,Pathway 1,Division 2,Site 3
1862,Croydon Team 4,Pathway 3,Division 1,Site 2
1596,Lambeth Team 15,Pathway 1,Division 1,Site 4
1158,Lewisham Team 9,Pathway 3,Division 1,Site 7
1896,Croydon Team 4,Pathway 1,Division 1,Site 9
1915,Southwark Team 6,Pathway 2,Division 2,Site 3
1421,Lambeth Team 13,Pathway 3,Division 2,Site 10
1459,Croydon Team 7,Pathway 1,Division 1,Site 7
1008,Lambeth Team 11,Pathway 2,Division 1,Site 4
1396,Southwark Team 12,Pathway 3,Division 1,Site 1
1446,Southwark Team 16,Pathway 3,Division 1,Site 5
1323,Croydon Team 4,Pathway 1,Division 2,Site 8
1645,Lewisham Team 1,Pathway 2,Division 2,Site 3
1621,Southwark Team 15,Pathway 1,Division 1,Site 10
1963,Southwark Team 3,Pathway 3,Division 1,Site 4
1305,Southwark Team 1,Pathway 1,Division 2,Site 3
1390,Lewisham Team 4,Pathway 1,Division 2,Site 10
1547,Lambeth Team 9,Pathway 2,Division 1,Site 8
1170,Lewisham Team 8,Pathway 2,Division 1,Site 10
1519,Lewisham Team 6,Pathway 3,Division 1,Site 8
1027,Lambeth Team 10,Pathway 2,Division 2,Site 4
1072,Lambeth Team 12,Pathway 1,Division 2,Site 11
1214,Lambeth Team 8,Pathway 3,Division 2,Site 2
1643,Lambeth Team 3,Pathway 2,Division 2,Site 3
1954,Southwark Team 4,Pathway 1,Division 2,Site 3
1035,Lambeth Team 11,Pathway 1,Division 1,Site 4
1033,Lambeth Team 8,Pathway 3,Division 1,Site 11
1052,Southwark Team 11,Pathway 3,Division 1,Site 2
1748,Croydon Team 5,Pathway 2,Division 1,Site 2
1915,Southwark Team 8,Pathway 2,Division 2,Site 3
1918,Lambeth Team 10,Pathway 2,Division 1,Site 1
1722,Southwark Team 3,Pathway 2,Division 2,Site 8
1908,Lambeth Team 12,Pathway 3,Division 2,Site 6
1024,Lewisham Team 8,Pathway 1,Division 1,Site 3
1931,Southwark Team 11,Pathway 1,Division 1,Site 1
1036,Lambeth Team 11,Pathway 2,Division 1,Site 3
1595,Lambeth Team 10,Pathway 3,Division 1,Site 1
1467,Lambeth Team 3,Pathway 2,Division 1,Site 3
1658,Lambeth Team 7,Pathway 2,Division 1,Site 4
1375,Lambeth Team 4,Pathway 3,Division 2,Site 6
1452,Lewisham Team 9,Pathway 1,Division 2,Site 7
1619,Lambeth Team 8,Pathway 1,Division 2,Site 7
1525,Lewisham Team 7,Pathway 2,Division 1,Site 9
1524,Lambeth Team 13,Pathway 3,Division 2,Site 8
1542,Lambeth Team 12,Pathway 1,Division 1,Site 4
1798,Lewisham Team 4,Pathway 1,Division 1,Site 6
1231,Lewisham Team 7,Pathway 3,Division 2,Site 11
1783,Croydon Team 3,Pathway 3,Division 2,Site 1
1185,Lewisham Team 5,Pathway 1,Division 1,Site 8
1227,Croydon Team 7,Pathway 2,Division 1,Site 6
1810,Lambeth Team 2,Pathway 2,Division 2,Site 2
1891,Lambeth Team 15,Pathway 1,Division 2,Site 8
1158,Lewisham Team 3,Pathway 2,Division 2,Site 4
1501,Lewisham Team 8,Pathway 2,Division 2,Site 9
1875,Southwark Team 11,Pathway 3,Division 2,Site 4
1714,Croydon Team 8,Pathway 3,Division 2,Site 1
1529,Lambeth Team 5,Pathway 3,Division 1,Site 7
1755,Croydon Team 8,Pathway 2,Division 2,Site 10
1843,Southwark Team 10,Pathway 3,Division 1,Site 5
1188,Lewisham Team 3,Pathway 3,Division 1,Site 10
1502,Croydon Team 7,Pathway 1,Division 2,Site 11
1119,Lambeth Team 4,Pathway 3,Division 2,Site 5
1244,Lewisham Team 3,Pathway 1,Division 2,Site 4
1915,Southwark Team 12,Pathway 2,Division 1,Site 6
1305,Croydon Team 2,Pathway 3,Division 1,Site 1
1683,Southwark Team 14,Pathway 1,Division 2,Site 3
1247,Lambeth Team 5,Pathway 1,Division 2,Site 11
1015,Southwark Team 3,Pathway 1,Division 1,Site 7
1304,Lambeth Team 4,Pathway 2,Division 1,Site 11
1665,Lambeth Team 1,Pathway 3,Division 2,Site 8
1330,Southwark Team 5,Pathway 2,Division 2,Site 9
1571,Lambeth Team 6,Pathway 1,Division 2,Site 1
1306,Southwark Team 5,Pathway 2,Division 1,Site 4
1962,Southwark Team 5,Pathway 2,Division 1,Site 2
1007,Croydon Team 6,Pathway 1,Division 2,Site 2
1815,Southwark Team 12,Pathway 3,Division 2,Site 1
1705,Southwark Team 11,Pathway 3,Division 2,Site 5
1033,Lewisham Team 1,Pathway 2,Division 1,Site 2
1372,Lambeth Team 10,Pathway 3,Division 1,Site 4
1701,Southwark Team 3,Pathway 1,Division 1,Site 9
1035,Croydon Team 1,Pathway 3,Division 2,Site 11
1760,Lambeth Team 12,Pathway 2,Division 2,Site 3
1631,Lambeth Team 10,Pathway 1,Division 2,Site 8
1361,Southwark Team 9,Pathway 1,Division 1,Site 10
1988,Southwark Team 9,Pathway 1,Division 1,Site 6
1388,Lewisham Team 7,Pathway 2,Division 1,Site 10
1180,Croydon Team 6,Pathway 2,Division 2,Site 5
1349,Southwark Team 10,Pathway 3,Division 2,Site 2
1753,Lambeth Team 8,Pathway 2,Division 1,Site 11
1056,Lambeth Team 14,Pathway 1,Division 2,Site 3
1233,Croydon Team 3,Pathway 2,Division 2,Site 8
1467,Southwark Team 16,Pathway 2,Division 1,Site 9
1968,Southwark Team 9,Pathway 3,Division 1,Site 11
1761,Southwark Team 1,Pathway 1,Division 1,Site 11
1129,Southwark Team 5,Pathway 3,Division 1,Site 7
1035,Lewisham Team 7,Pathway 3,Division 1,Site 1
1941,Croydon Team 7,Pathway 3,Division 2,Site 6
1687,Lambeth Team 15,Pathway 1,Division 1,Site 7
1991,Lambeth Team 14,Pathway 3,Division 2,Site 6
1637,Lambeth Team 12,Pathway 1,Division 2,Site 10
1558,Lewisham Team 3,Pathway 3,Division 1,Site 11
1109,Lambeth Team 8,Pathway 3,Division 1,Site 2
1107,Southwark Team 4,Pathway 1,Division 2,Site 9
1593,Croydon Team 6,Pathway 2,Division 2,Site 3
1783,Lambeth Team 5,Pathway 3,Division 2,Site 6
1843,Southwark Team 12,Pathway 2,Division 1,Site 6
1962,Croydon Team 1,Pathway 3,Division 2,Site 8
1955,Lambeth Team 13,Pathway 2,Division 1,Site 4
1303,Lewisham Team 1,Pathway 2,Division 1,Site 6
1978,Southwark Team 16,Pathway 2,Division 2,Site 1
1578,Croydon Team 1,Pathway 2,Division 1,Site 9
1033,Croydon Team 6,Pathway 2,Division 2,Site 9
1957,Lewisham Team 6,Pathway 1,Division 2,Site 7
1208,Lambeth Team 2,Pathway 2,Division 1,Site 11
1762,Lambeth Team 7,Pathway 1,Division 1,Site 1
1195,Croydon Team 8,Pathway 3,Division 2,Site 3
1348,Lambeth Team 11,Pathway 1,Division 1,Site 5
1483,Lambeth Team 11,Pathway 2,Division 1,Site 4
1863,Southwark Team 8,Pathway 1,Division 2,Site 5
1766,Southwark Team 16,Pathway 2,Division 1,Site 7
1163,Croydon Team 4,Pathway 1,Division 2,Site 9
1932,Croydon Team 5,Pathway 3,Division 2,Site 1
1779,Lambeth Team 8,Pathway 2,Division 1,Site 5
1528,Lewisham Team 1,Pathway 2,Division 2,Site 3
1934,Croydon Team 8,Pathway 1,Division 1,Site 3
1107,Southwark Team 6,Pathway 1,Division 2,Site 11
1217,Southwark Team 16,Pathway 1,Division 1,Site 2
1858,Lambeth Team 1,Pathway 1,Division 2,Site 6
1657,Lambeth Team 13,Pathway 1,Division 2,Site 6
1919,Lambeth Team 11,Pathway 2,Division 1,Site 3
1756,Southwark Team 14,Pathway 3,Division 1,Site 1
1824,Lambeth Team 4,Pathway 1,Division 1,Site 7
1872,Lewisham Team 5,Pathway 2,Division 1,Site 2
1928,Lambeth Team 15,Pathway 3,Division 1,Site 8
1851,Lambeth Team 3,Pathway 3,Division 1,Site 3
1070,Southwark Team 14,Pathway 1,Division 1,Site 1
1052,Southwark Team 6,Pathway 2,Division 1,Site 10
1794,Lambeth Team 2,Pathway 2,Division 1,Site 9
1912,Lambeth Team 6,Pathway 2,Division 2,Site 5
1038,Southwark Team 16,Pathway 2,Division 1,Site 1
1806,Southwark Team 9,Pathway 2,Division 2,Site 10
1631,Lewisham Team 9,Pathway 3,Division 1,Site 11
1912,Southwark Team 2,Pathway 3,Division 1,Site 6
1622,Lambeth Team 5,Pathway 3,Division 2,Site 10
1427,Lambeth Team 2,Pathway 2,Division 2,Site 3
1078,Lambeth Team 12,Pathway 3,Division 1,Site 11
1014,Lambeth Team 5,Pathway 3,Division 2,Site 4
1203,Croydon Team 2,Pathway 1,Division 1,Site 8
1069,Croydon Team 1,Pathway 3,Division 2,Site 5
1160,Southwark Team 5,Pathway 1,Division 1,Site 6
1833,Lambeth Team 8,Pathway 2,Division 2,Site 10
1961,Lambeth Team 1,Pathway 2,Division 1,Site 4
1615,Lambeth Team 6,Pathway 2,Division 2,Site 6
1631,Lambeth Team 11,Pathway 2,Division 1,Site 3
1375,Lambeth Team 3,Pathway 3,Division 2,Site 10
1776,Southwark Team 16,Pathway 1,Division 1,Site 1
1076,Southwark Team 13,Pathway 2,Division 1,Site 6
1876,Croydon Team 7,Pathway 2,Division 1,Site 1
1756,Croydon Team 3,Pathway 1,Division 2,Site 10
1316,Lambeth Team 5,Pathway 1,Division 2,Site 3
1372,Southwark Team 11,Pathway 1,Division 2,Site 8
1492,Southwark Team 1,Pathway 1,Division 2,Site 7
1554,Southwark Team 16,Pathway 1,Division 2,Site 8
1353,Southwark Team 13,Pathway 3,Division 1,Site 10
1393,Lambeth Team 7,Pathway 1,Division 2,Site 10
1410,Lewisham Team 7,Pathway 3,Division 1,Site 2
1337,Lambeth Team 9,Pathway 1,Division 1,Site 10
1172,Lewisham Team 8,Pathway 1,Division 1,Site 7
1590,Lewisham Team 4,Pathway 2,Division 1,Site 4
1252,Croydon Team 3,Pathway 2,Division 1,Site 1
1864,Southwark Team 12,Pathway 2,Division 2,Site 11
1378,Lambeth Team 12,Pathway 2,Division 1,Site 3
1254,Southwark Team 10,Pathway 2,Division 2,Site 5
1287,Croydon Team 3,Pathway 2,Division 1,Site 10
1985,Southwark Team 14,Pathway 1,Division 1,Site 8
1385,Southwark Team 16,Pathway 1,Division 2,Site 2
1960,Lewisham Team 3,Pathway 2,Division 2,Site 2
1085,Lewisham Team 2,Pathway 2,Division 1,Site 8
1867,Southwark Team 12,Pathway 2,Division 1,Site 9
1319,Lambeth Team 2,Pathway 1,Division 1,Site 10
1992,Lambeth Team 14,Pathway 2,Division 2,Site 1
1270,Lambeth Team 13,Pathway 2,Division 2,Site 2
1825,Southwark Team 9,Pathway 1,Division 1,Site 4
1606,Lambeth Team 5,Pathway 1,Division 2,Site 3
1164,Lewisham Team 3,Pathway 3,Division 2,Site 1
1770,Southwark Team 8,Pathway 2,Division 2,Site 4
1593,Southwark Team 4,Pathway 1,Division 2,Site 11
1812,Southwark Team 15,Pathway 3,Division 2,Site 11
1015,Croydon Team 3,Pathway 1,Division 2,Site 2
1181,Southwark Team 1,Pathway 3,Division 2,Site 10
1901,Lewisham Team 9,Pathway 3,Division 1,Site 5
1171,Lewisham Team 3,Pathway 2,Division 2,Site 1
1846,Lambeth Team 11,Pathway 2,Division 2,Site 8
1696,Lambeth Team 14,Pathway 3,Division 1,Site 10
1055,Croydon Team 8,Pathway 2,Division 2,Site 2
1766,Croydon Team 7,Pathway 1,Division 2,Site 11
1991,Lambeth Team 15,Pathway 1,Division 2,Site 3
1610,Lewisham Team 4,Pathway 3,Division 2,Site 3
1843,Lambeth Team 7,Pathway 3,Division 1,Site 4
1089,Southwark Team 14,Pathway 1,Division 2,Site 7
1622,Croydon Team 4,Pathway 1,Division 1,Site 9
1574,Southwark Team 7,Pathway 3,Division 2,Site 3
1339,Southwark Team 8,Pathway 1,Division 2,Site 1
1143,Southwark Team 9,Pathway 1,Division 2,Site 11
1643,Lewisham Team 4,Pathway 3,Division 2,Site 10
1393,Lambeth Team 10,Pathway 2,Division 1,Site 1
1701,Lambeth Team 8,Pathway 1,Division 1,Site 11
1014,Croydon Team 8,Pathway 2,Division 1,Site 6
1131,Croydon Team 8,Pathway 2,Division 1,Site 5
1791,Lambeth Team 12,Pathway 1,Division 1,Site 10
1262,Southwark Team 14,Pathway 2,Division 2,Site 7
1881,Southwark Team 14,Pathway 3,Division 1,Site 7
1437,Southwark Team 8,Pathway 1,Division 1,Site 3
1754,Southwark Team 11,Pathway 1,Division 2,Site 7
1961,Lewisham Team 6,Pathway 2,Division 1,Site 9
1167,Lewisham Team 1,Pathway 1,Division 2,Site 8
1193,Lewisham Team 7,Pathway 1,Division 1,Site 3
1198,Lambeth Team 6,Pathway 2,Division 2,Site 10
1864,Lambeth Team 8,Pathway 2,Division 1,Site 5
1868,Southwark Team 2,Pathway 1,Division 2,Site 8
1119,Lambeth Team 12,Pathway 1,Division 1,Site 2
1568,Southwark Team 7,Pathway 3,Division 1,Site 7
1761,Lambeth Team 14,Pathway 3,Division 2,Site 11
1949,Lewisham Team 3,Pathway 1,Division 2,Site 10
1047,Southwark Team 4,Pathway 1,Division 2,Site 10
1510,Lambeth Team 6,Pathway 3,Division 1,Site 7
1047,Southwark Team 3,Pathway 2,Division 2,Site 11
1899,Lewisham Team 5,Pathway 1,Division 1,Site 8
1925,Lewisham Team 6,Pathway 3,Division 2,Site 1
1200,Lewisham Team 7,Pathway 3,Division 1,Site 8
1001,Lambeth Team 15,Pathway 1,Division 2,Site 1
1915,Lewisham Team 7,Pathway 1,Division 2,Site 3
1145,Lewisham Team 9,Pathway 3,Division 1,Site 9
1441,Lambeth Team 9,Pathway 1,Division 2,Site 4
1540,Lambeth Team 6,Pathway 2,Division 2,Site 10
1954,Lambeth Team 2,Pathway 1,Division 2,Site 9
1388,Southwark Team 1,Pathway 3,Division 1,Site 1
1646,Lambeth Team 1,Pathway 3,Division 1,Site 8
1793,Southwark Team 15,Pathway 1,Division 2,Site 3
1693,Croydon Team 8,Pathway 3,Division 2,Site 11
1061,Lewisham Team 2,Pathway 2,Division 1,Site 7
1833,Lambeth Team 1,Pathway 1,Division 1,Site 2
1526,Lewisham Team 8,Pathway 1,Division 2,Site 7
1732,Southwark Team 1,Pathway 3,Division 1,Site 7
1461,Southwark Team 2,Pathway 2,Division 2,Site 9
1722,Croydon Team 8,Pathway 1,Division 2,Site 2
1926,Croydon Team 8,Pathway 3,Division 1,Site 8
1440,Lewisham Team 7,Pathway 1,Division 1,Site 5
1968,Southwark Team 3,Pathway 2,Division 1,Site 10
1833,Southwark Team 7,Pathway 3,Division 1,Site 9
1368,Southwark Team 7,Pathway 1,Division 1,Site 8
1641,Lewisham Team 4,Pathway 3,Division 1,Site 3
1890,Southwark Team 16,Pathway 3,Division 1,Site 3
1266,Lewisham Team 9,Pathway 2,Division 1,Site 11
1851,Southwark Team 12,Pathway 2,Division 2,Site 10
1852,Lewisham Team 5,Pathway 1,Division 2,Site 8
1966,Lambeth Team 4,Pathway 3,Division 1,Site 9
1002,Lambeth Team 5,Pathway 3,Division 2,Site 2
1765,Southwark Team 10,Pathway 3,Division 2,Site 3
1279,Southwark Team 16,Pathway 1,Division 2,Site 8
1720,Lambeth Team 14,Pathway 2,Division 2,Site 2
1182,Southwark Team 15,Pathway 2,Division 2,Site 8
1922,Croydon Team 7,Pathway 3,Division 1,Site 5
1468,Lambeth Team 12,Pathway 1,Division 1,Site 6
1932,Southwark Team 12,Pathway 3,Division 1,Site 10
1232,Croydon Team 5,Pathway 2,Division 1,Site 4
1270,Southwark Team 9,Pathway 3,Division 1,Site 3
1841,Southwark Team 15,Pathway 3,Division 1,Site 8
1307,Southwark Team 3,Pathway 3,Division 2,Site 9
1199,Lambeth Team 14,Pathway 2,Division 1,Site 8
1702,Southwark Team 4,Pathway 1,Division 2,Site 9
1549,Southwark Team 7,Pathway 3,Division 1,Site 1
1794,Southwark Team 11,Pathway 2,Division 2,Site 5
1616,Lambeth Team 7,Pathway 3,Division 2,Site 7
1294,Southwark Team 13,Pathway 1,Division 1,Site 8
1418,Lewisham Team 7,Pathway 3,Division 1,Site 11
1220,Lambeth Team 5,Pathway 1,Division 1,Site 2
1206,Lewisham Team 5,Pathway 2,Division 1,Site 11
1455,Southwark Team 3,Pathway 1,Division 2,Site 4
1506,Lambeth Team 14,Pathway 1,Division 1,Site 7
1467,Croydon Team 8,Pathway 2,Division 1,Site 5
1247,Southwark Team 8,Pathway 1,Division 2,Site 1
1592,Lambeth Team 14,Pathway 1,Division 2,Site 2
1549,Lewisham Team 1,Pathway 2,Division 1,Site 5
1599,Lambeth Team 5,Pathway 1,Division 1,Site 6
1406,Southwark Team 7,Pathway 1,Division 2,Site 1
1625,Southwark Team 13,Pathway 3,Division 1,Site 3
1014,Croydon Team 3,Pathway 1,Division 2,Site 6
1721,Lambeth Team 12,Pathway 1,Division 2,Site 6
1459,Southwark Team 3,Pathway 1,Division 1,Site 7
1080,Lewisham Team 5,Pathway 2,Division 2,Site 10
1745,Southwark Team 16,Pathway 1,Division 1,Site 3
1247,Lambeth Team 13,Pathway 2,Division 1,Site 1
1794,Southwark Team 5,Pathway 2,Division 1,Site 7
1833,Croydon Team 5,Pathway 1,Division 2,Site 11
1141,Lewisham Team 5,Pathway 1,Division 1,Site 3
1502,Lambeth Team 7,Pathway 1,Division 1,Site 5
1666,Southwark Team 8,Pathway 1,Division 2,Site 4
1147,Lewisham Team 3,Pathway 1,Division 1,Site 1
1145,Lewisham Team 1,Pathway 1,Division 1,Site 7
1031,Southwark Team 6,Pathway 1,Division 1,Site 4
1901,Lambeth Team 6,Pathway 2,Division 2,Site 1
1103,Southwark Team 1,Pathway 3,Division 2,Site 11
1213,Lewisham Team 4,Pathway 2,Division 1,Site 6
1303,Croydon Team 7,Pathway 1,Division 1,Site 4
1802,Southwark Team 5,Pathway 3,Division 1,Site 4
1164,Croydon Team 2,Pathway 3,Division 2,Site 2
1745,Croydon Team 1,Pathway 1,Division 1,Site 1
1590,Lambeth Team 11,Pathway 1,Division 1,Site 3
1846,Lewisham Team 1,Pathway 2,Division 1,Site 10
1643,Lambeth Team 14,Pathway 3,Division 2,Site 5
1003,Southwark Team 9,Pathway 3,Division 2,Site 9
1679,Croydon Team 4,Pathway 1,Division 2,Site 7
1503,Lewisham Team 8,Pathway 1,Division 2,Site 4
1270,Croydon Team 3,Pathway 3,Division 2,Site 8
1131,Southwark Team 16,Pathway 3,Division 1,Site 4
1851,Southwark Team 2,Pathway 1,Division 1,Site 6
1908,Southwark Team 10,Pathway 1,Division 1,Site 1
1203,Lambeth Team 9,Pathway 1,Division 1,Site 6
1472,Southwark Team 7,Pathway 2,Division 2,Site 10
1155,Croydon Team 5,Pathway 2,Division 2,Site 5
1707,Croydon Team 8,Pathway 1,Division 1,Site 2
1066,Lewisham Team 4,Pathway 2,Division 2,Site 1
1271,Lewisham Team 6,Pathway 3,Division 1,Site 6
